"   Zi.Ai  Zf.Af  Emev/n    CSmb   CSerr       Ref. 
    10.20   7.16   534.0    1.20  -0.300    ! [W90]i
    10.20   8.14   534.0    1.00  -0.300    ! [W90]i
    10.20   8.15   534.0   16.20  -0.100    ! [W90]r
    10.20   8.16   534.0   42.00  -0.050    ! [W90]r
    10.20   8.17   534.0   12.20  -0.050    ! [W90]r
    10.20   8.18   534.0    3.20  -0.100    ! [W90]r
    10.20   9.16   534.0    0.30  -0.300    ! [W90]i
    10.20   9.17   534.0    3.30  -0.100    ! [W90]r
    10.20   9.18   534.0   19.00  -0.050    ! [W90]r
    10.20   9.19   534.0   25.70  -0.050    ! [W90]r
    10.20  10.18   534.0    1.30  -0.300    ! [W90]r
    10.20  10.19   534.0   28.00  -0.050    ! [W90]r
    11.23  10.19   461.0    3.50  -0.200    ! [W90]i
    11.23  10.20   461.0   15.20  -0.100    ! [W90]i
    11.23  10.21   461.0   29.30  -0.050    ! [W90]i
    11.23  10.22   461.0   23.90  -0.050    ! [W90]i
    11.23  10.23   461.0    8.40  -0.100    ! [W90]i
    12.24   7.12   610.0    1.70  -0.300    ! [W90]i
    12.24   7.13   610.0    6.00  -0.200    ! [W90]i
    12.24   7.14   610.0   12.60  -0.100    ! [W90]i
    12.24   7.15   610.0   14.00  -0.100    ! [W90]i
    12.24   7.16   610.0    1.70  -0.300    ! [W90]i
    12.24   8.14   610.0    1.50  -0.300    ! [W90]i
    12.24   8.15   610.0    8.60  -0.100    ! [W90]i
    12.24   8.16   610.0   32.80  -0.050    ! [W90]i
    12.24   8.17   610.0   12.60  -0.100    ! [W90]i
    12.24   8.18   610.0    3.30  -0.200    ! [W90]i
    12.24   9.17   610.0    2.60  -0.200    ! [W90]i
    12.24   9.18   610.0   12.10  -0.100    ! [W90]i
    12.24   9.19   610.0   10.40  -0.100    ! [W90]i
    12.24   9.20   610.0    3.10  -0.200    ! [W90]i
    12.24   9.21   610.0    0.40  -0.300    ! [W90]i
    12.24  10.18   610.0    0.90  -0.300    ! [W90]i
    12.24  10.19   610.0    4.10  -0.200    ! [W90]i
    12.24  10.20   610.0   23.40  -0.050    ! [W90]i
    12.24  10.21   610.0   23.30  -0.050    ! [W90]i
    12.24  10.22   610.0   11.70  -0.100    ! [W90]i       
    12.24  11.21   610.0    3.60  -0.200    ! [W90]i
    12.24  11.22   610.0   36.60  -0.050    ! [W90]i
    12.24  11.23   610.0   44.00  -0.050    ! [W90]i
    12.24  12.22   610.0    3.10  -0.200    ! [W90]i
    12.24  12.23   610.0   31.20  -0.050    ! [W90]i
    13.27  10.19   582.0    1.50  -0.300    ! [W90]i
    13.27  10.20   582.0   10.90  -0.100    ! [W90]i
    13.27  10.21   582.0   16.20  -0.050    ! [W90]i
    13.27  10.22   582.0   14.90  -0.050    ! [W90]i
    13.27  10.23   582.0    5.60  -0.200    ! [W90]i
    13.27  10.24   582.0    0.50  -0.300    ! [W90]i
    13.27  11.21   582.0    1.40  -0.300    ! [W90]i
$    13.27  11.22   582.0    9.60  -0.100    ! [W90]icorrt'd
    13.27  11.23   582.0   25.40  -0.050    ! [W90]i
    13.27  11.24   582.0   11.40  -0.100    ! [W90]i
    13.27  11.25   582.0    2.60  -0.200    ! [W90]i
    13.27  12.23   582.0    2.70  -0.200    ! [W90]i
    13.27  12.24   582.0   27.20  -0.050    ! [W90]i
    13.27  12.25   582.0   42.60  -0.050    ! [W90]i
    13.27  12.26   582.0   40.10  -0.050    ! [W90]i
    13.27  13.25   582.0    1.80  -0.300    ! [W90]i
    13.27  13.26   582.0   36.30  -0.050    ! [W90]i
    14.28  10.19   770.0    3.00  -0.200    ! [W90]i
    14.28  10.20   770.0   13.30  -0.050    ! [W90]i
    14.28  10.21   770.0   12.30  -0.400    ! [W90] 40% imos
    14.28  10.22   770.0    7.80  -0.100    ! [W90]i
$    14.28  10.23   770.0    0.50  -0.300    ! [W90]icorrt'd
$    14.28  11.21   770.0    1.20  -0.300    ! [W90]icorrt'd
    14.28  11.22   770.0   11.40  -0.100    ! [W90]i
    14.28  11.23   770.0   18.90  -0.050    ! [W90]i
$    14.28  11.24   770.0    5.10  -0.200    ! [W90]icorrt'd
$    14.28  11.25   770.0    0.80  -0.300    ! [W90]icorrt'd
    14.28  12.23   770.0    4.60  -0.200    ! [W90]i
    14.28  12.24   770.0   33.00  -0.050    ! [W90]i
    14.28  12.25   770.0   27.20  -0.050    ! [W90]i
    14.28  12.26   770.0   15.90  -0.050    ! [W90]i
    14.28  13.25   770.0    1.80  -0.300    ! [W90]i
$    14.28  13.26   770.0   30.30  -0.050    ! [W90]icorrt'd
$    14.28  13.27   770.0   51.80  -0.050    ! [W90]icorrt'd
    14.28  14.26   770.0    1.40  -0.300    ! [W90]i
    14.28  14.27   770.0   31.20  -0.050    ! [W90]i
    16.32  10.18   649.0    0.80  -0.300    ! [W90]i
    16.32  10.19   649.0    2.40  -0.200    ! [W90]i
    16.32  10.20   649.0   12.00  -0.100    ! [W90]i
    16.32  10.21   649.0   10.50  -0.100    ! [W90]i
    16.32  10.22   649.0    5.30  -0.200    ! [W90]i
    16.32  11.21   649.0    1.50  -0.300    ! [W90]i
