# TEST  protons   MeV  MeV/cm2/sr        flux  1.0e4  1.0e4  1.1e4    1.000e+2  0.3    0.0   a    0.00  0.00   0.0 | 1.01  0.0   0.0 dummy test protons  
#                              ACE/CRIS solar min elemental spectra, from ACE website http://www.srl.caltech.edu/ACE/ASC/DATA/level3/cris/CRISminmax_spectra.txt
#                                   B
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  60.0   60.    60.    110.73e-9 4.81e-9  0.0   a    0.00  0.00   0.0 | 5.-1  0.0   0.0 energy bounds to be checked!
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  72.0   72.    72.    125.69e-9 5.32e-9  0.0   a    0.00  0.00   0.0 | 5.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  85.0   85.    85.    141.02e-9 5.92e-9  0.0   a    0.00  0.00   0.0 | 5.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.    157.79e-9 6.66e-9  0.0   a    0.00  0.00   0.0 | 5.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.    172.53e-9 7.35e-9  0.0   a    0.00  0.00   0.0 | 5.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.    193.09e-9 8.30e-9  0.0   a    0.00  0.00   0.0 | 5.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 170.0  170.   170.    206.47e-9 9.01e-9  0.0   a    0.00  0.00   0.0 | 5.-1  0.0   0.0
#                                   C
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  72.0   72.    72.    541.15e-9 21.96e-9 0.0   a    0.00  0.00   0.0 | 6.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  85.0   85.    85.    600.09e-9 24.25e-9 0.0   a    0.00  0.00   0.0 | 6.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.    665.79e-9 26.88e-9 0.0   a    0.00  0.00   0.0 | 6.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.    744.30e-9 30.09e-9 0.0   a    0.00  0.00   0.0 | 6.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.    789.32e-9 31.97e-9 0.0   a    0.00  0.00   0.0 | 6.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 170.0  170.   170.    827.12e-9 33.61e-9 0.0   a    0.00  0.00   0.0 | 6.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 200.0  200.   200.    829.99e-9 33.86e-9 0.0   a    0.00  0.00   0.0 | 6.-1  0.0   0.0
#                                   N
