2.4048255576957728863  5.5200781102863096805  8.6537279129110125098
11.791534439014281332  14.930917708487786655  18.071063967910923509
21.211636629879258464  24.352471530749305373  27.493479132040253177
30.634606468431975657  33.775820213573567230  36.917098353664044907
40.058425764628239563  43.199791713176729502  46.341188371661814926
49.482609897397814791  52.624051841114997785  55.765510755019974454
58.906983926080954461  62.048469190227180547  65.189964800206865903
68.331469329856801664  71.472981603593737532  74.614500643701845206
77.756025630388052150  80.897555871137626582  84.039090776938195404
87.180629843641156640  90.322172637210485391  93.463718781944777447
96.605267950996264403  99.746819858680595416  102.88837425419480098
106.02993091645161883  109.17148964980538040  112.31305028049490602
115.45461265366694192  118.59617663087253447  121.73774208795096285
124.87930891323294702  128.02087700600833386  131.16244627521390953
134.30401663830545544  137.44558802028427635  140.58716035285428347
143.72873357368973757  146.87030762579664156  150.01188245695476553
153.15345801922788382  156.29503426853352721  159.43661116426315516
162.57818866894666598  165.71976674795502049  168.86134536923583482
172.00292450307819081  175.14450412190274164  178.28608420007375912
181.42766471373104764  184.56924564063871230  187.71082696004935997
190.85240865258151644  193.99399070010912283  197.13557308566140591
200.27715579333241180  203.41873880819863984  206.56032211624446404
209.70190570429406307  212.84348955994948938  215.98507367153402470
219.12665802804056625  222.26824261908430458  225.40982743485932360
228.55141246609881023  231.69299770403853245  234.83458314038324488
237.97616876727565227  241.11775457726801619  244.25934056329569444
247.40092671865281204  250.54251303696995024  253.68409951219308596
256.82568613856443562  259.96727291060449261  263.10885982309548581
266.25044687106588981  269.39203404977604350  272.53362135470490557
275.67520878153743524  278.81679632615310993  281.95838398461489760
285.09997175315953655  288.24155962818770149  291.38314760625519284
294.52473568406497861  297.66632385845895215  300.80791212641111088
303.94950048502056461  307.09108893150505537  310.23267746319498883
313.37426607752786367  316.51585477204292829  319.65744354437617858
322.79903239225552625  325.94062131349670608  329.08221030599855794
332.22379936773961617  335.36538849677413054  338.50697769122848513
341.64856694929807190  344.79015626924399385  347.93174564939022275
351.07333508812058653  354.21492458387643865  357.35651413515375907
360.49810374050105111  363.63969339851701079  366.78128310784831001
369.92287286718749328  373.06446267527127247  376.20605253087848041
379.34764243282847929  382.48923237997934166  385.63082237122637252
388.77241240550063139  391.91400248176739751  395.05559259902486247
398.19718275630282278  401.33877295266154306  404.48036318719039173
407.62195345900687471  410.76354376725532802  413.90513411110634934
417.04672448975526322  420.18831490242160953  423.32990534834806340
426.47149582679963942  429.61308633706272531  432.75467687844457032
435.89626745027231891  439.03785805189244229  442.17944868266994263
445.32103934198772777  448.46263002924598595  451.60422074386167424
454.74581148526772267  457.88740225291280694  461.02899304626043886
464.17058386478879584  467.31217470798998193  470.45376557536985729
473.59535646644712870  476.73694738075334953  479.87853831783229452
483.02012927723973235  486.16172025854262984  489.30331126131937935
492.44490228515900299  495.58649332966086831  498.72808439443457473
501.86967547909938503  505.01126658328411168  508.15285770662671894
